,Year,Area/Region/Country,Country or Area of Origin / Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1360,2015,Sub-Saharan Africa,21705234,1178167,1593705,190,265,18732,0,6,372142,0,4894,3930,67,0,12636,9015,5,59,304,12680,56,374,13891,2,576767,92,3,259,318,70592,6183,34,34,6171,1424314,352249,71425,9,120139,11434,0,0,673400,207310,0,1082,55098,2543,0,3549,72499,137435,0,118,665749,1580,5487,0,7680,3183,1802,1334485,4696,3723,13,2,2,26443,4,72246,375702,225,142107,0,0,73,1090,193992,0,0,39888,18058,0,102542,401401,83,14337,0,0,0,0,140,326104,52631,87,25,0,298,0,49,91599,2127,1126,368,19732,0,7145,40493,302,3348,89,0,117339,3,171,56,49,678,9598,307685,151928,7308,4,626,84,36129,314314,1481,125,951752,531,6,0,85283,21079,6507,448,3,40,0,0,0,6813,550218,338,173763,52,398,33362,0,4958,174,342490,456829,30,40,2237,49,19729,9,91,107,185,319,3307,15594,143584,0,0,3443,3,1372,2558,10547,484505,351,40,0,0,30,28,0,61542,2679,223332,6055,1858,57978,1419,0,657,71,12,1088028,145645,1392765,5471,5210,312,1068004,0,83610,1243,3929,440,1,187,1725,8,385476,0,972,40,1104,1838,0,0,1,596921,6219,348,143245,179627,28980,71,179,1,0,469,256,0,28007,6420,193099,732567
1361,2015,AFRICA,23436088,1191784,1635862,745,700,47110,0,6,372174,0,4913,4209,501,0,13908,10441,42,76,1720,14213,56,1446,16578,2,576809,92,3,259,717,70592,6584,34,111,6248,1424388,352291,71425,9,120998,14991,0,0,673465,208541,0,1113,59028,2543,0,3614,77807,139779,0,118,667249,1695,5487,0,7776,3408,1917,1335065,5803,5562,13,2,16,50424,949,72246,380053,255,145395,0,0,73,2198,246483,0,0,39888,18091,0,121800,402277,94,18377,0,0,0,0,151,328191,54051,87,25,0,298,487,49,97828,19784,1705,90310,19839,0,7935,56634,302,5639,28504,1039,117828,3,15449,126,49,678,26712,307685,151981,25433,4,626,84,36175,314346,13384,157,953703,531,6,0,88460,21079,6507,522,3,407,17,0,0,18698,550237,352,174061,52,398,36237,0,5061,174,342977,461127,30,40,2707,2347,22877,9,91,107,185,319,8939,16695,143635,0,1860,4491,73,1372,3424,26908,484555,351,40,0,0,30,28,0,61542,51035,228866,6055,1881,58285,2248,0,727,71,12,1226352,146541,1394541,10711,5826,467806,1123548,0,83610,2385,6382,241236,824,321,5774,8,385476,0,972,40,7609,5371,290,0,1,597018,7284,3920,155944,180054,49056,71,179,503,0,507,256,0,186861,36414,193129,732605
1362,2015,Eastern Africa,6920965,112037,496188,0,0,0,0,0,40137,0,0,0,0,0,325,0,0,0,0,8695,0,0,806,0,0,0,0,0,0,4380,0,0,0,0,0,302220,7263,0,252,812,0,0,4574,5184,0,0,7043,23,0,0,71435,45221,0,0,0,0,43,0,0,0,154,825297,180,3705,0,0,0,5315,0,0,215038,0,76255,0,0,0,0,105958,0,0,0,0,0,1718,181,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,40130,141,0,0,50,0,0,1261,0,322,0,0,85322,0,0,0,0,0,0,8552,0,153,0,0,0,34810,212566,61,38,428,0,0,0,0,5805,6507,0,0,0,0,0,0,0,166305,0,1366,0,175,221,0,0,0,0,4200,0,0,0,0,2944,0,0,0,0,0,705,0,4738,0,0,180,0,850,0,461,163078,0,0,0,0,0,0,0,0,0,147,0,498,0,0,0,0,0,0,1058550,41333,1128054,113,1724,0,673888,0,88,0,105,0,0,0,239,0,0,0,0,0,0,0,0,0,0,579582,0,0,13457,160566,3319,0,0,0,0,0,0,0,0,6293,88208,82951
1363,2015,Burundi,289810,3242,23599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,28008,0,0,0,0,0,0,0,0,0,0,0,0
1364,2015,Comoros,12555,597,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,9651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0
1365,2015,Djibouti,112351,1679,5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0
1366,2015,Eritrea,15941,693,1533,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,0,135,0,0,0,192,0,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,122,1490,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524,0,0,56,526,0,0,0,0,0,0,0,0,0,0,241,324
1367,2015,Ethiopia,1162576,17477,57058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,3705,0,0,0,0,0,0,206030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442910,0,395202,0,0,0,39539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0
1368,2015,Kenya,1084357,21112,39318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11292,0,0,0,0,0,0,0,0,2127,0,36889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488470,112,92355,0,0,0,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333789,0,0,0,39935,0,0,0,0,0,0,0,0,0,0,0,0
1369,2015,Madagascar,32075,4785,3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,0,0,10953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,2015,Malawi,232803,11708,37781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11395,0,0,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,8174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,9507,0,0,0,0,0,0,0,0,0,0,42362,36753
1371,2015,Mauritius,28585,191,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8327,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,2951,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8651,0,0,0,50,0,0,146,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,622,0,27,1126,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,49,0,0,0,0,0,0,0,0,0,0,0
1372,2015,Mayotte,73992,768,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,2015,Mozambique,238930,17468,60160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8403,0,0,0,0,0,0,83050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,4738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8201,0,0,0,0,0,0,0,0,0,0,6370,27254
1374,2015,Réunion,127209,5181,7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16763,0,0,0,0,0,0,0,0,5059,6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,2015,Rwanda,441525,2583,6267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92195,0,0,0,42776,0,0,0,0,0,0,0,0,0,0,0,0
1376,2015,Seychelles,12791,152,272,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,220,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6482,141,0,0,0,0,0,122,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,801,0,0,38,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,136,0,0,0,0,24,0,0,0,0,0,705,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,255,0,24,598,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,28,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,2015,Somalia,41578,7719,14863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,13079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5883,0,0
1378,2015,South Sudan,844122,0,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4574,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87755,0,0,0,0,0,5145,0,0,3318,0,12786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,0,0,0,9558,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,2015,Uganda,1197162,949,47290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,45345,0,0,0,275,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,154,211363,180,0,0,0,0,0,0,0,3529,0,1070,0,0,0,0,257,0,0,0,0,0,241,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,0,0,0,0,0,0,418,0,210,0,0,43512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,221,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,180,0,0,0,316,76861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28586,0,639007,62,0,0,64136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,25321,994,0,0,0,0,0,0,0,0,0,0,0
1380,2015,United Republic of Tanzania,413309,10268,30803,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,175325,0,0,0,294,0,0,0,0,0,0,0,0,0,0,596,25017,0,0,0,0,0,0,0,0,0,88250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8010,0,0,0,0,0,0,575,0,0,0,0,27247,0,0,0,0,0,0,149,0,0,0,0,0,0,6907,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,14651,0,644,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,2967,712,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4857,0,0,1061,0,1291,0,0,0,0,0,0,0,0,0,8573,852
1381,2015,Zambia,155428,1739,17776,0,0,0,0,0,38542,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,3368,0,0,252,207,0,0,0,0,0,0,1045,0,0,0,0,8809,0,0,0,0,0,0,0,0,0,21743,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,289,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809,0,0,0,0,0,0,0,0,103,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,13988,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,654,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,3190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,1335,6147,985,0,0,0,0,0,0,0,0,0,0,17768
1382,2015,Zimbabwe,403866,3726,137791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,30662,0
1383,2015,Middle Africa,3436978,75575,318971,0,0,71,0,0,230131,0,0,0,0,0,10,21,0,0,0,0,0,0,324,0,51442,0,0,0,0,0,0,0,0,0,4526,39171,63243,0,81828,557,0,0,652655,95814,0,0,1148,0,0,0,0,28099,0,0,2469,0,536,0,7,0,104,453379,2,0,0,0,0,38,0,61444,0,0,0,0,0,0,0,40643,0,0,5084,0,0,936,4119,0,195,0,0,0,0,0,10165,0,0,0,0,0,0,0,0,0,0,0,10,0,11,585,0,21,0,0,0,0,0,0,0,0,2786,0,4351,1307,0,0,0,0,0,0,0,78316,0,0,0,3149,0,0,0,0,0,0,0,0,463,1792,0,5987,0,0,195,0,0,0,13856,127512,0,0,0,0,0,0,0,0,0,0,0,0,93434,0,0,126,0,0,0,2712,312500,0,0,0,0,0,0,0,59756,0,36235,0,0,0,0,0,0,43,0,0,42327,8749,1279,0,0,388632,0,0,12,145,19,0,0,0,0,17346,0,0,0,145,7,0,0,0,6224,0,0,260,0,1907,0,0,0,0,0,0,0,0,0,2072,0
